"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.133976400E1,2.717306948E0,2.302902496E-1,8.718642926E-1
7.134973300E1,2.532880212E0,4.774491316E-1,1.082705534E0
7.135970300E1,2.566441183E0,5.783223724E-1,1.314031910E0
7.136967200E1,2.762532822E0,6.320816731E-1,1.269200723E0
7.137964200E1,2.826475926E0,7.365293169E-1,1.134713008E0
7.138961200E1,2.707776572E0,9.452994740E-1,9.759377146E-1
7.139958100E1,2.424633047E0,1.180390872E0,8.916115093E-1
7.140955100E1,2.092520115E0,1.489023287E0,7.628435415E-1
7.141952100E1,1.833269484E0,1.782566376E0,6.972050375E-1
7.142949000E1,1.671944658E0,1.733011224E0,9.162160081E-1
7.143946000E1,1.666448275E0,1.354313963E0,1.312263127E0
7.144942900E1,1.797040428E0,9.190706187E-1,1.859835577E0
7.145939900E1,1.986150199E0,5.059958231E-1,2.265241749E0
7.146936900E1,2.145173269E0,1.194141769E-1,2.647497041E0
7.147933800E1,2.416339941E0,-2.241383940E-1,3.076539997E0
7.148930800E1,2.692625851E0,-4.540088135E-1,3.197108415E0
7.149927700E1,2.870575919E0,-5.598054099E-1,2.856430920E0
7.150924700E1,2.862240421E0,-5.132364303E-1,2.077301713E0
7.151921700E1,2.590337876E0,-3.764659631E-1,1.079240474E0
7.152918600E1,2.167687680E0,-3.445349032E-1,1.885154021E-1
7.153915600E1,1.780353205E0,-4.249674475E-1,-5.072629148E-1
7.154912500E1,1.500316891E0,-4.582345963E-1,-1.100077611E0
7.155909500E1,1.256098282E0,-5.096672899E-1,-1.527687415E0
7.156906400E1,1.093955796E0,-5.636762667E-1,-1.933132764E0
7.157903400E1,9.508681429E-1,-7.224720258E-1,-2.121770958E0
7.158900400E1,7.526400040E-1,-8.583233106E-1,-2.320898471E0
7.159897300E1,5.368632015E-1,-9.947312504E-1,-2.389538936E0
7.160894300E1,3.433374665E-1,-1.128055953E0,-2.361248353E0
7.161891200E1,2.559685164E-1,-1.250524131E0,-2.450531242E0
7.162888200E1,2.113833509E-1,-1.276390459E0,-2.510632433E0
7.163885200E1,1.675608084E-1,-1.218995360E0,-2.475039262E0
7.164882100E1,1.605217110E-1,-1.111846887E0,-2.387532172E0
7.165879100E1,8.955442004E-2,-1.011183561E0,-2.240786939E0
7.166876000E1,-8.238215223E-2,-9.068674797E-1,-2.037773366E0
7.167873000E1,-3.490403290E-1,-8.448484021E-1,-1.896314017E0
7.168870000E1,-7.172470269E-1,-7.509783715E-1,-1.765994782E0
7.169866900E1,-1.032491034E0,-4.723462665E-1,-1.565748112E0
7.170863900E1,-1.048681755E0,-6.408606827E-2,-1.254303771E0
7.171860800E1,-7.222287816E-1,3.371481156E-1,-9.040754342E-1
7.172857800E1,-1.590668506E-1,6.874279082E-1,-4.464781845E-1
7.173854800E1,2.981641442E-1,1.012030238E0,7.148162663E-2
7.174851700E1,4.832356824E-1,1.210810427E0,4.646484071E-1
7.175848700E1,2.687352540E-1,1.415758844E0,7.057460654E-1
7.176845600E1,-1.815607969E-1,1.613723347E0,6.599325460E-1
7.177842600E1,-5.042020436E-1,1.814585729E0,6.027245575E-1
7.178839600E1,-6.969786040E-1,2.019782068E0,5.526794082E-1
7.179836500E1,-7.599127708E-1,2.164771966E0,4.119538844E-1
7.180833500E1,-8.484126455E-1,2.240147839E0,3.207817590E-1
7.181830400E1,-1.038756399E0,2.291722620E0,3.952033657E-1
7.182827400E1,-1.199332416E0,2.343634200E0,6.362425518E-1
7.183824400E1,-1.325436465E0,2.350958422E0,8.032524794E-1
7.184821300E1,-1.442765671E0,2.358677332E0,9.437552243E-1
7.185818300E1,-1.610373038E0,2.397284743E0,1.098058568E0
7.186815200E1,-1.788498377E0,2.499425075E0,1.068422540E0
7.187812200E1,-1.899302090E0,2.573367210E0,8.607686162E-1
7.188809200E1,-1.911510638E0,2.686907274E0,6.879915798E-1
7.189806100E1,-1.926866595E0,2.804953787E0,5.987472814E-1
7.190803100E1,-1.938469810E0,2.854318905E0,3.965552419E-1
7.191800000E1,-1.938188998E0,2.783516725E0,2.269421339E-2
7.192797000E1,-1.904661063E0,2.498777788E0,-4.287798321E-1
7.193794000E1,-1.972453974E0,2.040321583E0,-5.598176891E-1
7.194790900E1,-2.218491798E0,1.519360396E0,-1.040418470E-1
7.195787900E1,-2.523789546E0,9.426594561E-1,4.071579981E-1
7.196784800E1,-2.827795935E0,2.912907422E-1,7.404212236E-1
7.197781800E1,-3.151417687E0,-3.010140771E-1,1.101065791E0
7.198778800E1,-3.517792233E0,-8.190054631E-1,1.428242065E0
7.199775700E1,-3.802385574E0,-1.277440619E0,1.616824710E0
7.200772700E1,-3.874668562E0,-1.613415198E0,1.579918839E0
7.201769600E1,-3.743586851E0,-1.843365725E0,1.502517491E0
7.202766600E1,-3.254905803E0,-2.044239217E0,1.558118080E0
7.203763500E1,-2.520408393E0,-2.253506972E0,1.637981690E0
7.204760500E1,-1.678864545E0,-2.470218818E0,1.459311245E0
7.205757500E1,-1.030205431E0,-2.876525461E0,1.088182620E0
7.206754400E1,-5.633330717E-1,-3.186119742E0,6.769111061E-1
7.207751400E1,-4.185588992E-1,-3.384160843E0,4.140811014E-1
7.208748400E1,-5.551618801E-1,-3.511647686E0,2.614874840E-1
7.209745300E1,-7.529642321E-1,-3.523568405E0,1.703200364E-1
7.210742300E1,-9.489235783E-1,-3.506120313E0,6.684186101E-2
7.211739200E1,-1.089658019E0,-3.401741082E0,-1.730565333E-1
7.212736200E1,-1.193788598E0,-3.085224867E0,-4.593268561E-1
7.213733100E1,-1.159538093E0,-2.627480267E0,-7.360363966E-1
7.214730100E1,-1.041371274E0,-2.247728169E0,-1.035827236E0
7.215727100E1,-1.067458042E0,-1.680548251E0,-1.184285118E0
7.216724000E1,-1.141598982E0,-1.142776904E0,-1.132206892E0
7.217721012E1,-1.099231373E0,-8.246217138E-1,-9.369467264E-1
7.218717913E1,-9.202913712E-1,-7.415690321E-1,-7.618290496E-1
7.219714913E1,-6.906807142E-1,-6.838745552E-1,-5.820061183E-1
7.220711912E1,-4.133770967E-1,-6.416336846E-1,-2.230350244E-1
7.221708813E1,-2.852871135E-2,-5.267756581E-1,2.219205451E-1
7.222705813E1,5.086598877E-1,-3.972598314E-1,5.181428289E-1
7.223702712E1,1.062201541E0,-2.925098866E-1,7.514139891E-1
7.224699713E1,1.480043133E0,-1.264401913E-1,9.763978904E-1
7.225696712E1,1.653499031E0,2.288483262E-2,1.145586491E0
7.226693613E1,1.689041916E0,7.215522587E-2,1.192319777E0
7.227690613E1,1.645357076E0,4.296534061E-2,1.169123873E0
7.228687512E1,1.600657158E0,-6.519645452E-4,1.108309321E0
7.229684513E1,1.700340783E0,1.816203654E-2,9.855142844E-1
7.230681513E1,1.946089902E0,9.200418413E-2,8.161789191E-1
7.231678412E1,2.071101910E0,1.058796269E-1,6.433632910E-1
7.232675413E1,2.013490464E0,1.725928491E-1,5.893706864E-1
7.233672313E1,1.759195932E0,3.362160695E-1,6.437269878E-1
7.234669313E1,1.471679860E0,3.888006645E-1,9.176246023E-1
7.235666313E1,1.384429463E0,3.162080669E-1,1.250834033E0
7.236663212E1,1.553969188E0,2.090578401E-1,1.513307358E0
7.237660213E1,1.941979601E0,2.103921747E-1,1.837038453E0
7.238657113E1,2.503587708E0,2.813498908E-1,2.109875967E0
7.239654112E1,3.014186167E0,2.955679804E-1,2.155434548E0
7.240651013E1,3.277405304E0,4.569669199E-1,2.194509151E0
7.241648013E1,3.467977172E0,6.752113205E-1,1.963565767E0
7.242645012E1,3.531318012E0,8.917395633E-1,1.565328282E0
7.243641913E1,3.326164650E0,1.122980570E0,1.176672628E0
7.244638913E1,3.030788751E0,1.284147960E0,7.378221363E-1
7.245635812E1,2.750068898E0,1.288477238E0,3.401032984E-1
7.246632813E1,2.436999324E0,1.225287548E0,9.263334453E-2
7.247629812E1,2.068739051E0,1.239135509E0,9.982951283E-2
7.248626713E1,1.712597424E0,1.236925262E0,2.178988302E-1
7.249623713E1,1.528312190E0,9.905341190E-1,3.674337691E-1
7.250620612E1,1.512582742E0,6.077467310E-1,5.692726368E-1
7.251617613E1,1.639045883E0,2.144998437E-1,7.629423594E-1
7.252614613E1,1.862006356E0,-1.783722371E-1,8.854543912E-1
7.253611512E1,2.144066537E0,-5.095211095E-1,1.077833049E0
7.254608513E1,2.422512262E0,-8.214186090E-1,1.382579404E0
7.255605413E1,2.616543050E0,-1.103973611E0,1.683539101E0
7.256602413E1,2.674962874E0,-1.375962110E0,1.751989532E0
7.257599413E1,2.606380882E0,-1.579787276E0,1.687922174E0
7.258596312E1,2.420269563E0,-1.656538998E0,1.406095151E0
7.259593313E1,2.226327506E0,-1.599024616E0,8.497992396E-1
7.260590213E1,2.010999696E0,-1.433092915E0,2.282606810E-1
7.261587212E1,1.885766224E0,-1.277450559E0,-3.648142165E-1
7.262584113E1,1.838615739E0,-1.155257201E0,-8.126694202E-1
7.263581113E1,1.830161542E0,-1.150524464E0,-1.106836993E0
7.264578113E1,1.819789751E0,-1.240119596E0,-1.327926648E0
7.265575013E1,1.750871398E0,-1.378402737E0,-1.554364752E0
7.266572012E1,1.627221936E0,-1.536559396E0,-1.808136835E0
7.267568912E1,1.449435444E0,-1.614551312E0,-2.009330170E0
7.268565913E1,1.333323044E0,-1.676267504E0,-2.268956485E0
7.269562912E1,1.209210629E0,-1.729125749E0,-2.463088138E0
7.270559813E1,1.048446843E0,-1.651580560E0,-2.664620612E0
7.271556813E1,7.994296429E-1,-1.511267264E0,-2.823981797E0
7.272553712E1,5.532859837E-1,-1.346924252E0,-2.903478202E0
7.273550713E1,2.612753580E-1,-1.233429796E0,-3.024664085E0
7.274547713E1,-5.138587933E-2,-1.114258279E0,-3.092488278E0
7.275544612E1,-4.080479078E-1,-9.359977233E-1,-3.186170613E0
7.276541613E1,-7.797747391E-1,-6.975237107E-1,-3.253437567E0
7.277538513E1,-1.177645751E0,-4.300486779E-1,-3.307978640E0
7.278535513E1,-1.531837184E0,-1.508774596E-1,-3.260624380E0
7.279532513E1,-1.834381624E0,5.852361202E-2,-2.984525288E0
7.280529412E1,-2.058143896E0,1.623485273E-1,-2.629761266E0
7.281526413E1,-2.225462410E0,2.149524182E-1,-2.163903655E0
7.282523313E1,-2.410789764E0,2.170732033E-1,-1.607863852E0
7.283520312E1,-2.586865507E0,2.948674840E-1,-9.750430906E-1
7.284517213E1,-2.778877252E0,3.781271571E-1,-4.249171615E-1
7.285514213E1,-3.037365407E0,2.750764132E-1,1.263524830E-2
7.286511213E1,-3.433049121E0,-2.120200396E-3,5.488126445E-1
7.287508113E1,-4.022157560E0,3.331685007E-2,1.188320866E0
7.288505112E1,-4.624549119E0,3.648896456E-1,1.789985908E0
7.289502012E1,-5.005184439E0,7.606952745E-1,2.116035424E0
7.290499013E1,-5.050452413E0,1.261045611E0,2.182498385E0
7.291496012E1,-4.818823151E0,1.828423165E0,2.012261964E0
7.292492913E1,-4.174595934E0,2.038462753E0,1.530230954E0
7.293489913E1,-3.441777552E0,2.158555791E0,1.018288513E0
7.294486812E1,-2.934408218E0,2.198157814E0,7.506573594E-1
7.295483813E1,-2.758369313E0,2.250576932E0,5.993688405E-1
7.296480813E1,-2.971754677E0,2.277584052E0,6.881517935E-1
7.297477712E1,-3.333764569E0,2.202201163E0,9.278543061E-1
7.298474713E1,-3.656477078E0,2.139141866E0,1.100545388E0
7.299471613E1,-3.817060331E0,2.168827595E0,1.127351364E0
7.300468613E1,-3.676403220E0,2.270079151E0,1.089552623E0
7.301465613E1,-3.215241215E0,2.238996522E0,1.349926797E0
7.302462512E1,-2.561796447E0,1.973372717E0,1.988704702E0
7.303459513E1,-1.968506518E0,1.683601082E0,2.657823808E0
7.304456413E1,-1.546268990E0,1.392488095E0,3.158628473E0
7.305453412E1,-1.298231710E0,1.046278549E0,3.458941469E0
7.306450313E1,-1.294428535E0,8.027022564E-1,3.586938189E0
7.307447313E1,-1.371278197E0,6.793423784E-1,3.708346851E0
7.308444313E1,-1.328014064E0,5.267277110E-1,3.804413681E0
7.309441213E1,-1.137053064E0,3.481461436E-1,3.754466180E0
7.310438212E1,-8.125709677E-1,4.297001839E-2,3.603938384E0
7.311435112E1,-4.903034678E-1,-3.107496911E-1,3.443417112E0
7.312432113E1,-2.405068520E-1,-6.393363136E-1,3.282750244E0
7.313429112E1,-1.257963215E-1,-8.973096210E-1,3.072517698E0
7.314426013E1,-9.004313763E-2,-1.124819520E0,2.708283525E0
7.315423013E1,-1.194911957E-1,-1.318723131E0,2.259405643E0
7.316419912E1,-1.842563450E-1,-1.523224236E0,1.665462434E0
7.317416913E1,-1.905218376E-1,-1.689222010E0,1.061532181E0
7.318413912E1,-1.691902813E-1,-1.714423510E0,4.331401008E-1
7.319410812E1,-1.091878353E-1,-1.549875845E0,-1.956449121E-1
7.320407813E1,-3.418212835E-2,-1.240545858E0,-5.671729016E-1
7.321404713E1,2.518979041E-1,-1.076976432E0,-1.015592946E0
7.322401713E1,6.671639438E-1,-1.224719199E0,-1.745840600E0
7.323398613E1,9.455361401E-1,-1.387876981E0,-2.580532973E0
7.324395612E1,1.160508950E0,-1.382243773E0,-3.105349814E0
7.325392613E1,1.274128171E0,-1.277020789E0,-3.265973997E0
7.326389513E1,1.317760387E0,-1.263307314E0,-3.347660769E0
7.327386512E1,1.348254347E0,-1.428056708E0,-3.333866603E0
7.328383413E1,1.358618098E0,-1.709334678E0,-3.238268135E0
7.329380413E1,1.367618425E0,-2.019805457E0,-3.062275715E0
7.330377413E1,1.378845956E0,-2.343432471E0,-2.847603963E0
7.331374313E1,1.481217400E0,-2.715131784E0,-2.348852840E0
7.332371312E1,2.219761814E0,-3.108360545E0,-9.488434714E-1
7.333368212E1,2.680476506E0,-2.806548323E0,7.884449905E-1
7.334365213E1,2.543488230E0,-2.291630234E0,2.105324494E0
7.335362212E1,2.403447416E0,-1.833107370E0,2.790291309E0
7.336359113E1,2.239125453E0,-1.562154413E0,2.842153773E0
7.337356113E1,2.026753850E0,-1.377097639E0,2.401421063E0
7.338353012E1,1.591772168E0,-1.205533900E0,1.407839375E0
7.339350013E1,9.011266834E-1,-9.567179167E-1,4.899346912E-1
7.340346913E1,1.866410771E-1,-4.526896816E-1,1.337497956E-1
7.341343912E1,-2.666097911E-1,1.048622113E-1,1.616252267E-1
7.342340913E1,-4.450733909E-1,4.389633429E-1,1.159251434E-1
7.343337813E1,-3.476093692E-1,5.166897959E-1,-1.081477618E-1
7.344334813E1,7.912744582E-3,4.996960330E-1,-3.108356452E-1
7.345331713E1,5.924878371E-1,3.156993592E-1,-5.397675866E-1
7.346328712E1,9.361689006E-1,1.475878161E-1,-5.678605342E-1
7.347325713E1,7.648561531E-1,7.557643175E-2,-2.905270958E-1
7.348322613E1,3.336514807E-1,9.148085833E-2,2.492855144E-1
7.349319612E1,4.040279835E-2,1.659463191E-1,9.061593819E-1
7.350316513E1,4.260018200E-2,3.522152209E-1,1.420798559E0
7.351313513E1,3.111424047E-1,5.954365879E-1,1.761310578E0
7.352310513E1,6.536381646E-1,7.085439581E-1,1.874860582E0
7.353307413E1,1.104453740E0,7.492364860E-1,1.793036985E0
7.354304412E1,1.379258331E0,7.718681341E-1,1.723453365E0
7.355301312E1,1.568425698E0,6.995573723E-1,1.597365176E0
7.356298313E1,1.618638516E0,6.456355190E-1,1.502004105E0
7.357295213E1,1.574584424E0,7.643322426E-1,1.553557252E0
7.358292213E1,1.642894959E0,9.824947822E-1,1.679427924E0
7.359289213E1,1.736663687E0,1.236219503E0,1.788146959E0
7.360286112E1,1.843822246E0,1.347304321E0,1.896592929E0
7.361283113E1,1.890823627E0,1.199044075E0,1.951908174E0
7.362280013E1,1.738407034E0,9.999364418E-1,2.131785484E0
7.363277012E1,1.421361208E0,6.294825858E-1,2.308370812E0
7.364274013E1,1.225827100E0,1.466224408E-1,2.272337930E0
7.365270913E1,1.066779545E0,-1.237639207E-1,2.152895687E0
7.366267913E1,1.024040492E0,-1.376060343E-1,1.879622555E0
7.367264813E1,1.183734895E0,-5.430075288E-2,1.348356235E0
7.368261812E1,1.511201629E0,2.787835479E-2,5.949898607E-1
7.369258712E1,1.861911923E0,8.048867762E-2,-1.165314996E-1
7.370255713E1,2.121188721E0,1.321552598E-1,-7.071137291E-1
7.371252712E1,2.249980078E0,1.152848732E-1,-1.172704707E0
7.372249613E1,2.272338515E0,1.178213954E-3,-1.543916947E0
7.373246613E1,2.178195419E0,-2.905627638E-1,-1.888303916E0
7.374243512E1,1.970956648E0,-7.421958536E-1,-2.156571831E0
7.375240513E1,1.672243450E0,-1.166675059E0,-2.279581461E0
7.376237512E1,1.225566460E0,-1.455253862E0,-2.267673022E0
7.377234412E1,7.975930325E-1,-1.720863048E0,-2.332677103E0
7.378231413E1,5.157828927E-1,-1.809952396E0,-2.447959637E0
7.379228313E1,4.311961209E-1,-1.755501369E0,-2.538730059E0
7.380225313E1,4.817362370E-1,-1.702064835E0,-2.622825299E0
7.381222213E1,4.052374801E-1,-1.621877289E0,-2.657113956E0
7.382219212E1,2.326497473E-1,-1.426619462E0,-2.581079103E0
7.383216213E1,2.896644853E-2,-1.240791441E0,-2.579540700E0
7.384213113E1,-2.503689303E-1,-1.063563504E0,-2.674836867E0
7.385210112E1,-6.248613851E-1,-7.652794915E-1,-2.746517884E0
7.386207013E1,-9.605153909E-1,-2.377466190E-1,-2.763873589E0
7.387204013E1,-1.200112800E0,4.810615414E-1,-2.637792417E0
7.388201013E1,-1.388267575E0,1.258589196E0,-2.302320113E0
7.389197913E1,-1.411101098E0,1.947704026E0,-1.809012163E0
7.390194912E1,-1.209336052E0,2.310948265E0,-1.246169710E0
7.391191812E1,-9.002324979E-1,2.324077603E0,-6.915560424E-1
7.392188813E1,-6.684987170E-1,2.170829682E0,-1.723841035E-1
7.393185713E1,-6.149310587E-1,2.008867655E0,3.143229246E-1
7.394182713E1,-6.867243420E-1,1.861540625E0,6.478504443E-1
7.395179713E1,-9.336170295E-1,1.767440214E0,8.470329219E-1
7.396176612E1,-1.158996349E0,1.782323132E0,8.837177682E-1
7.397173613E1,-1.236124778E0,1.728547459E0,7.903348106E-1
7.398170513E1,-1.377376990E0,1.773134817E0,7.669295758E-1
7.399167512E1,-1.648590878E0,1.879937720E0,8.500459921E-1
7.400164513E1,-1.916437063E0,1.822053793E0,8.271032721E-1
7.401161413E1,-2.137305986E0,1.595415714E0,6.689852053E-1
7.402158413E1,-2.446446816E0,1.399764370E0,5.692276132E-1
7.403155313E1,-2.747353158E0,1.277195621E0,4.448117280E-1
7.404152312E1,-2.910481412E0,1.156821331E0,2.581346905E-1
7.405149212E1,-3.051155480E0,9.787642586E-1,1.352776730E-1
7.406146213E1,-3.194670418E0,8.159210569E-1,1.292006618E-1
7.407143212E1,-3.350359844E0,6.159421885E-1,1.804041445E-1
7.408140113E1,-3.465896440E0,3.380246133E-1,1.929955387E-1
7.409137113E1,-3.451176952E0,-2.273689806E-2,1.214197719E-1
7.410134012E1,-3.363996428E0,-3.031909955E-1,2.593281072E-1
7.411131013E1,-3.394554269E0,-3.284650004E-1,6.691407412E-1
7.412128012E1,-3.189144507E0,-4.689648217E-1,9.054530382E-1
7.413124912E1,-2.762475812E0,-6.848223889E-1,1.001805797E0
7.414121913E1,-2.467239076E0,-7.303394544E-1,1.217282125E0
7.415118813E1,-2.309192346E0,-5.038224131E-1,1.581050275E0
7.416115813E1,-2.140568440E0,-2.777877671E-1,1.875388001E0
7.417112813E1,-1.863365980E0,-2.713897437E-1,1.960001305E0
7.418109737E1,-1.558906723E0,-5.264663404E-1,1.995149503E0
7.419106738E1,-1.322286424E0,-8.824851751E-1,2.220957277E0
7.420103638E1,-1.040488783E0,-1.187377710E0,2.493457991E0
7.421100638E1,-7.410214403E-1,-1.509685593E0,2.720823464E0
7.422097538E1,-4.423946352E-1,-1.768561710E0,2.904906092E0
7.423094537E1,-2.266888033E-1,-1.889730052E0,3.030243498E0
7.424091538E1,-6.195870504E-2,-1.914013538E0,3.044123034E0
7.425088438E1,7.944568053E-2,-1.835186055E0,2.860558469E0
7.426085437E1,2.846383649E-1,-1.707114490E0,2.528712609E0
7.427082338E1,5.365989073E-1,-1.532525402E0,2.084906602E0
7.428079338E1,8.730541279E-1,-1.350486960E0,1.523615999E0
7.429076338E1,9.005435698E-1,-9.973537266E-1,1.047772513E0
7.430073238E1,7.449099849E-1,-6.355952650E-1,5.594762117E-1
7.431070238E1,6.658271241E-1,-4.236448073E-1,-3.361681223E-2
7.432067137E1,7.190445341E-1,-3.168676329E-1,-5.265704209E-1
7.433064138E1,7.532204133E-1,-2.672230178E-1,-8.400127548E-1
7.434061038E1,7.457507414E-1,-2.252511191E-1,-9.628276724E-1
7.435058038E1,6.817624678E-1,-2.300165999E-1,-1.039841934E0
7.436055038E1,5.925196313E-1,-4.028620487E-1,-1.161914256E0
7.437051937E1,5.507625447E-1,-5.605772424E-1,-1.225471151E0
7.438048938E1,5.769497386E-1,-5.815985674E-1,-1.225992138E0
7.439045838E1,6.903270308E-1,-4.942838502E-1,-1.094334476E0
7.440042837E1,8.876371568E-1,-4.406642979E-1,-9.674042881E-1
7.441039838E1,1.092551294E0,-4.607839823E-1,-9.893810481E-1
7.442036738E1,1.158034189E0,-4.607220018E-1,-1.076977601E0
7.443033738E1,1.032828711E0,-4.626194233E-1,-9.755605692E-1
7.444030638E1,8.554443609E-1,-4.499069917E-1,-8.522199869E-1
7.445027637E1,7.625805630E-1,-4.709891278E-1,-7.342453945E-1
7.446024537E1,7.063266939E-1,-5.546060658E-1,-5.623091877E-1
7.447021538E1,6.952017814E-1,-6.239850336E-1,-3.787990022E-1
7.448018537E1,7.816568117E-1,-6.946193987E-1,-3.017900026E-1
7.449015438E1,1.001988741E0,-8.171045333E-1,-2.969976246E-1
7.450012438E1,1.254320290E0,-7.937764817E-1,-2.083772242E-2
7.451009337E1,1.490956961E0,-6.416196513E-1,3.488998497E-1
7.452006338E1,1.829976478E0,-5.546949434E-1,5.640522426E-1
7.453003238E1,2.196356433E0,-5.603328288E-1,6.741950744E-1
7.454000237E1,2.442380809E0,-6.203907502E-1,7.469677663E-1
7.454997238E1,2.469826177E0,-6.829869479E-1,7.864341331E-1
7.455994138E1,2.173160382E0,-6.827261621E-1,8.729109442E-1
7.456991138E1,1.728834850E0,-5.614870691E-1,9.514928448E-1
7.457988038E1,1.572877475E0,-5.191549820E-1,9.847254950E-1
7.458985037E1,1.632016945E0,-5.458311492E-1,9.338284063E-1
7.459982038E1,1.731496210E0,-4.840623325E-1,7.583780229E-1
7.460978938E1,1.776218931E0,-3.107947147E-1,4.938037938E-1
7.461975937E1,1.822959527E0,-8.521381259E-2,2.088485098E-1
7.462972838E1,1.892522390E0,2.174965417E-1,-2.027697444E-2
7.463969838E1,1.971505409E0,4.769556266E-1,-1.717713153E-1
7.464966737E1,1.907226821E0,7.123206747E-1,-3.087306476E-1
7.465963738E1,1.726216028E0,8.856128508E-1,-3.905957597E-1
7.466960737E1,1.469521215E0,8.387368923E-1,-4.296171534E-1
7.467957637E1,1.217510313E0,5.118108791E-1,-3.485934556E-1
7.468954638E1,8.682458894E-1,2.494755489E-1,-6.839078844E-2
7.469951538E1,6.516711612E-1,-5.404639900E-2,3.388058013E-1
7.470948538E1,7.058282188E-1,-4.576323330E-1,1.048834952E0
7.471945538E1,8.850439167E-1,-8.237510633E-1,1.949770432E0
7.472942437E1,1.125165821E0,-9.931688744E-1,2.619042150E0
7.473939438E1,1.233788523E0,-9.859996033E-1,2.898003454E0
7.474936338E1,1.031233664E0,-7.122125012E-1,2.690920218E0
7.475933337E1,1.088981642E0,-5.997717136E-1,1.705517031E0
7.476930238E1,1.117348094E0,-4.496292490E-1,5.857664627E-1
7.477927238E1,1.083197723E0,-1.259004933E-1,-3.175967807E-1
7.478924238E1,1.103333195E0,2.126462764E-1,-1.043404058E0
7.479921138E1,8.925831704E-1,5.177686071E-1,-1.283988916E0
7.480918137E1,6.033880703E-1,5.728821230E-1,-1.084045131E0
7.481915037E1,3.069050007E-1,4.402164012E-1,-7.533774841E-1
7.482912038E1,8.843270481E-2,2.043350440E-1,-5.283526522E-1
7.483908938E1,-1.013401410E-1,-6.397380173E-2,-2.756365764E-1
7.484905938E1,-2.385941729E-1,-3.416937411E-1,-3.152233958E-3
7.485902938E1,-3.215034516E-1,-6.307730663E-1,1.325376678E-1
7.486899837E1,-4.531030798E-1,-8.144358641E-1,1.217203188E-1
7.487896838E1,-5.621388875E-1,-8.395350373E-1,1.922915339E-2
7.488893738E1,-6.122012861E-1,-7.252137852E-1,-1.757520998E-1
7.489890737E1,-6.738421950E-1,-4.955790085E-1,-3.930662084E-1
7.490887738E1,-6.880639391E-1,-3.678623700E-1,-7.203921711E-1
7.491884638E1,-7.646940391E-1,-2.493761462E-1,-1.008887944E0
7.492881638E1,-9.787636739E-1,-1.282019573E-1,-1.165389256E0
7.493878538E1,-1.157660991E0,-3.706959307E-2,-1.263580379E0
7.494875537E1,-1.207577502E0,6.180506945E-3,-1.270669543E0
7.495872437E1,-1.165267926E0,8.541904986E-2,-1.049293374E0
7.496869438E1,-1.061281189E0,9.659424841E-2,-6.697716558E-1
7.497866437E1,-9.157530548E-1,7.581558287E-2,-3.967014223E-1
7.498863338E1,-7.745376804E-1,4.868157864E-2,-2.881671596E-1
7.499860338E1,-7.528635138E-1,5.576021791E-2,-2.762967271E-1
7.500857237E1,-8.181508926E-1,6.472575366E-2,-5.211751950E-1
7.501854238E1,-9.011024174E-1,1.432018197E-1,-8.979908216E-1
7.502851138E1,-1.029822292E0,3.669390947E-1,-1.154512265E0
7.503848137E1,-1.220357468E0,7.575781238E-1,-1.139174434E0
7.504845138E1,-1.419145844E0,1.132891601E0,-9.473845911E-1
7.505842038E1,-1.468060726E0,1.361924114E0,-7.763155264E-1
7.506839038E1,-1.426562013E0,1.371451567E0,-7.583505410E-1
7.507835938E1,-1.388209687E0,1.356882060E0,-7.055373198E-1
7.508832937E1,-1.315081339E0,1.359900393E0,-6.938048816E-1
7.509829938E1,-1.284337556E0,1.387068311E0,-7.480752289E-1
7.510826838E1,-1.263478053E0,1.508278753E0,-8.223693663E-1
7.511823837E1,-1.206368297E0,1.568254813E0,-9.142636228E-1
7.512820738E1,-1.120958895E0,1.602652228E0,-9.636468673E-1
7.513817738E1,-1.048885531E0,1.779536349E0,-7.495668536E-1
7.514814637E1,-9.293103359E-1,1.922494340E0,-4.574352819E-1
7.515811638E1,-6.458702116E-1,1.865612626E0,-2.030849093E-1
7.516808637E1,-2.611379667E-1,1.675187523E0,-7.874094486E-2
7.517805537E1,2.174041557E-1,1.442472433E0,-1.083535838E-1
7.518802488E1,6.563612129E-1,1.154239785E0,-7.057355404E-2
7.519799388E1,8.920010070E-1,9.142343867E-1,5.452119291E-2
7.520796388E1,7.735503781E-1,6.712574333E-1,3.869815958E-1
7.521793288E1,4.274231319E-1,3.284749407E-1,8.066818714E-1
7.522790288E1,2.785832807E-3,-6.822765112E-2,1.159557243E0
7.523787288E1,-3.480924954E-1,-4.739700383E-1,1.434743584E0
7.524784188E1,-6.111481295E-1,-7.673260170E-1,1.550437177E0
7.525781187E1,-8.204350343E-1,-8.213583827E-1,1.550943546E0
7.526778088E1,-9.026099027E-1,-7.403434557E-1,1.487863784E0
7.527775088E1,-8.109551628E-1,-6.640109789E-1,1.426512458E0
7.528772087E1,-5.565715342E-1,-6.107112694E-1,1.453292706E0
7.529768988E1,-1.695753935E-1,-6.127636421E-1,1.499302107E0
7.530765988E1,3.427522333E-1,-7.318661624E-1,1.617522283E0
7.531762887E1,7.923640868E-1,-8.927698427E-1,1.678745554E0
7.532759888E1,1.068683910E0,-1.088413001E0,1.647419681E0
